아파트명,소재지도로명주소,소재지지번주소,위도,경도,층수,관리사무소전화번호,팩스번호,세대수,사업승인일,사용검사일,데이터기준일자
효원연립,"경기도 수원시 영통구 인계로 254 (매탄동, 효원아파트)",경기도 수원시 영통구 매탄동 873,37.2638,127.0446,4,,,61,,1993-05-20,2025-08-15
삼호연립,"경기도 수원시 영통구 매탄로 151 (매탄동, 삼호그랜드빌라)",경기도 수원시 영통구 매탄동 883,37.2643,127.0441,4,,,37,,1993-08-27,2025-08-15
동산,"경기도 수원시 권선구 세권로195번길 13 (권선동, 동산아파트)",경기도 수원시 권선구 권선동 1050,37.2558,127.0254,10,,,91,,1993-08-28,2025-08-15
선경아트빌,"경기도 수원시 장안구 정조로1074번길 16 (송죽동, 선경아트빌)",경기도 수원시 장안구 송죽동 461,37.3017,127.005,12,,,68,1992-07-01,1993-12-09,2025-08-15
선우장미연립,"경기도 수원시 영통구 동수원로 491-11 (매탄동, 장미빌라)",경기도 수원시 영통구 매탄동 101-56,37.2718,127.0429,4,,,88,,1994-03-02,2025-08-15
인계 선경2차,"경기도 수원시 팔달구 권광로 318 (인계동, 선경2차아파트)",경기도 수원시 팔달구 인계동 158-30,37.2755,127.0377,10,031-212-7053,031-212-7053,90,1993-04-30,1994-09-03,2025-08-15
연무목화,"경기도 수원시 장안구 창훈로 57-11 (연무동, 목화아파트)",경기도 수원시 장안구 연무동 214,37.2968,127.03,9,031-252-9440,,112,1993-06-02,1994-09-29,2025-08-15
백자,"경기도 수원시 영통구 매영로 110 (매탄동, 백자 아파트)",경기도 수원시 영통구 매탄동 1217-5,37.2668,127.0542,5,,,120,,1994-12-15,2025-08-15
무진,"경기도 수원시 장안구 파장천로26번길 54 (파장동, 무진아파트)",경기도 수원시 장안구 파장동 597-18,37.3065,126.9975,7,,,70,1993-08-10,1994-12-24,2025-08-15
연무익주,"경기도 수원시 장안구 월드컵로 410 (연무동, 익주아파트)",경기도 수원시 장안구 연무동 248-17,37.2927,127.0276,9,,,56,1994-02-21,1995-03-04,2025-08-15
대동하이츠타운,"경기도 수원시 영통구 매영로 69 (매탄동,대동하이츠타운)",경기도 수원시 영통구 매탄동 1216-1,37.2687,127.0499,4,,,87,1994-06-16,1995-04-29,2025-08-15
영광,"경기도 수원시 장안구 만석로 250-9 (송죽동, 영광아파트)",경기도 수원시 장안구 송죽동 86-1,37.308,127.004,17,031-252-5324,,139,1995-03-30,1995-05-17,2025-08-15
인계신미주,"경기도 수원시 팔달구 권광로276번길 45 (인계동, 신미주아파트)",경기도 수원시 팔달구 인계동 375-7,37.2725,127.0378,11,031-216-9751,031-217-9751,113,1993-05-03,1995-05-26,2025-08-15
연무청호,"경기도 수원시 장안구 창훈로20번길 30 (연무동, 청호아파트)",경기도 수원시 장안구 연무동 244-1,37.2941,127.0324,9,031-255-4156,,72,1994-09-16,1995-09-18,2025-08-15
효자마을 삼호,"경기도 수원시 팔달구 세지로314번길 17-19 (지동, 삼호아파트)",경기도 수원시 팔달구 지동 138-24,37.2801,127.0251,10~11,031-257-3890,,89,1994-04-18,1995-11-01,2025-08-15
장안,"경기도 수원시 팔달구 장다리로 269 (인계동, 장안아파트)",경기도 수원시 팔달구 인계동 261-1,37.2736,127.027,18,031-232-3387,,102,1994-07-23,1995-12-06,2025-08-15
파장동진,"경기도 수원시 장안구 수일로 13 (파장동, 동진아파트)",경기도 수원시 장안구 파장동 213-5,37.3114,126.9934,10,031-253-6871,,81,,1995-12-24,2025-08-15
화성,"경기도 수원시 장안구 경수대로878번길 9-6 (조원동, 화성아파트)",경기도 수원시 장안구 조원동 761-5,37.2994,127.0132,12,,,79,,1996-09-25,2025-08-15
우만한효,"경기도 수원시 팔달구 팔달문로139번길 11-4 (우만동, 한효우만타운아파트)",경기도 수원시 팔달구 우만동 526-12,37.2832,127.0307,9,031-248-0184,,42,1994-06-14,1996-11-15,2025-08-15
정자동남,"경기도 수원시 장안구 정자로 158 (정자동, 동남타운)",경기도 수원시 장안구 정자동 390,37.3048,126.9932,11~18,031-246-4484,,126,1995-02-13,1997-03-20,2025-08-15
파장익주,"경기도 수원시 장안구 파장천로 57 (파장동, 익주아파트)",경기도 수원시 장안구 파장동 281,37.3104,126.9964,15,031-246-6087,031-246-6087,81,1995-07-15,1997-06-09,2025-08-15
신우,"경기도 수원시 팔달구 화양로 34 (화서동, 신우아파트)",경기도 수원시 팔달구 화서동 206-8,37.2812,126.9971,8,,,39,,1997-12-15,2025-08-15
보훈복지타운,"경기도 수원시 장안구 수일로336번길 9 (조원동, 보훈복지타운아파트)",경기도 수원시 장안구 조원동 476-9,37.2995,127.0229,12,031-250-1562,031-244-0558,452,1994-09-29,1998-06-29,2025-08-15
영화벽산,"경기도 수원시 장안구 수성로402번길 45-2 (영화동, 벽산아파트) ",경기도 수원시 장안구 영화동 101-7,37.2933,127.0176,17,031-258-0188,031-258-0188,126,1995-11-18,1998-09-02,2025-08-15
성영,수원시 권선구 덕영대로1126번길 17 (세류동),경기도 수원시 권선구 세류동 1138-1,37.2512,127.0142,7,,,39,1999-07-29,2000-06-28,2025-08-15
탑월드,경기도 수원시 권선구 금호로 248 (탑동) ,경기도 수원시 권선구 탑동 5-4,37.2754,126.9774,9,031-295-6820,031-295-6820,97,1995-03-25,2000-12-22,2025-08-15
재왕아파트,"경기도 수원시 영통구 매여울로53번길 31 (매탄동, 제왕아트빌)",경기도 수원시 영통구 매탄동 194-4,37.2722,127.0431,12,031-213-7581,031-212-7703,88,1996-01-24,2003-02-13,2025-08-15
익주,"경기도 수원시 팔달구 팔달로153번길 25-8 (화서동, 익주아파트) ",경기도 수원시 팔달구 화서동 79-30,37.2823,127.004,8,031-248-4832,,48,2001-10-30,2003-03-21,2025-08-15
노블레스아파트,"경기도 수원시 장안구 장안로103번길 37 (정자동, 노블레스아파트) ",경기도 수원시 장안구 정자동 45-2,37.2923,126.9997,8,031-245-2614,,42,2001-07-02,2003-04-01,2025-08-15
연향,"경기도 수원시 팔달구 정조로 687 (매교동, 연향예스빌아파트) ",경기도 수원시 팔달구 매교동 142-1,37.2699,127.0171,15,031-239-2833,031-239-2833,112,2002-03-13,2004-04-20,2025-08-15
인계베스트빌,"경기도 수원시 팔달구 장다리로233번길 4 (인계동, 인계베스트빌아파트) ",경기도 수원시 팔달구 인계동 968-6,37.2709,127.0263,12,,,64,2003-01-27,2004-08-16,2025-08-15
민영 루이스,"경기도 수원시 팔달구 화양로47번길 17-5 (화서동, 민영루이스아파트) ",경기도 수원시 팔달구 화서동 213-27,37.2815,126.9959,11,,,59,2002-11-13,2005-01-28,2025-08-15
맥스빌,"경기도 수원시 장안구 수일로 179 (조원동, 맥스빌아파트) ",경기도 수원시 장안구 조원동 908,37.3076,127.009,15,031-254-2336,,60,2001-03-08,2005-03-23,2025-08-15
스페이스향,"경기도 수원시 장안구 상률로12번길 8 (율전동, 송촌스페이스향) ",경기도 수원시 장안구 율전동 544,37.3076,126.9671,24,031-241-0595,031-241-0596,140,2002-12-11,2005-06-03,2025-08-15
극동아파트,"경기도 수원시 영통구 태장로35번길 64 (망포동, 극동 아파트) ",경기도 수원시 영통구 망포동 704,37.2421,127.05,15,031-202-3080,,134,2003-09-02,2005-07-27,2025-08-15
아이파크,"경기도 수원시 장안구 경수대로 1110-15 (파장동, 북수원아이파크) ",경기도 수원시 장안구 파장동 산 154-4,37.3114,126.9913,15,031-241-0849,031-241-0367,143,2003-07-22,2005-08-24,2025-08-15
래미안클래식,"경기도 수원시 팔달구 수성로232번길 7 (화서동, 래미안아파트) ",경기도 수원시 팔달구 화서동 330-13,37.2888,126.9983,4,031-253-9637,,48,2004-04-26,2005-08-25,2025-08-15
세양청마루,"경기도 수원시 권선구 서둔로239번길 19-9 (탑동, 탑동세양청마루아파트) ",경기도 수원시 권선구 탑동 896,37.2726,126.9782,15,031-227-4591,,124,2003-06-18,2005-12-30,2025-08-15
매탄희성연인,"경기도 수원시 영통구 동수원로514번길 43-11 (매탄동, 희성연인)",경기도 수원시 영통구 매탄동 130-97,37.2723,127.0485,11,,,67,2003-12-24,2006-01-25,2025-08-15
희성연인,"경기도 수원시 권선구 상탑로 121 (서둔동, 희성연인아파트) ",경기도 수원시 권선구 서둔동 374,37.2715,126.9843,14,031-297-4967,,105,2003-06-18,2006-01-27,2025-08-15
정자1차)희성연인,"경기도 수원시 장안구 장안로75번길 62 (정자동, 희성연인아파트) ",경기도 수원시 장안구 정자동 74-7,37.2903,126.9995,13,031-254-6658,031-254-6620,59,2004-06-01,2006-06-29,2025-08-15
망포 휴먼빌,"경기도 수원시 영통구 동탄지성로 500 (망포동, 휴먼빌) ",경기도 수원시 영통구 망포동 716,37.2375,127.0464,15,031-203-5552,,105,2004-04-20,2006-07-14,2025-08-15
아이엘오페라하우스,"경기도 수원시 권선구 서부로1880번길 20 (구운동, 아이엘오페라하우스) ",경기도 수원시 권선구 구운동 972,37.2757,126.9694,18,031-293-2645,031-293-2647,129,,2006-12-27,2025-08-15
동도센트리움,"경기도 수원시 팔달구 팔달문로 183 (우만동, 동도센트리움아파트) ",경기도 수원시 팔달구 우만동 533-1,37.2841,127.0361,15,031-243-6518,031-243-6519,115,2005-09-29,2007-06-19,2025-08-15
신부 눈이부신뷰,"경기도 수원시 장안구 영화로71번길 3 (정자동, 눈e부신아파트)",경기도 수원시 장안구 정자동 80-18,37.2925,127.0065,15,031-252-4567,031-252-4567,98,,2008-03-27,2025-08-15
형우럭스빌,"경기도 수원시 장안구 송원로86번길 49 (조원동, 형우럭스빌아파트) ",경기도 수원시 장안구 조원동 756-5,37.3009,127.0127,10,031-241-8604,031-241-8604,44,2007-02-12,2008-08-27,2025-08-15
참누리울트라(1단지),"경기도 수원시 권선구 서둔로 270-19 (서둔동, 수원울트라참누리아파트1단지) ",경기도 수원시 권선구 서둔동 375,37.2755,126.9793,10~15,031-292-5950,031-292-5951,119,2005-07-04,2009-02-27,2025-08-15
참누리울트라(2단지),"경기도 수원시 권선구 서둔로 270-6 (서둔동, 수원울트라참누리아파트2단지) ",경기도 수원시 권선구 서둔동 377,37.275,126.9793,12~15,031-292-5950,031-292-5951,132,2005-07-04,2009-02-27,2025-08-15
희성연인(2차),"경기도 수원시 장안구 영화로85번길 21 (정자동, 정자2차 희성연인아파트) ",경기도 수원시 장안구 정자동 69-2,37.2933,127.0048,15,031-246-6920,031-241-7003,84,2005-02-07,2009-04-24,2025-08-15
송죽)희성연인,"경기도 수원시 장안구 파장로6번길 20 (송죽동, 송죽동 희성연인아파트) ",경기도 수원시 장안구 송죽동 444-5,37.3042,127.0004,15,031-242-5671,031-242-5672,99,2005-05-16,2009-06-24,2025-08-15
율전 스타힐스1단지,"경기도 수원시 장안구 덕영대로407번길 95 (율전동, 성균관대역 서희스타힐스아파트1단지)",경기도 수원시 장안구 율전동 561,37.3054,126.966,12~14,,,113,2007-09-21,2011-12-15,2025-08-15
율전 스타힐스2단지,"경기도 수원시 장안구 덕영대로407번길 80 (율전동, 성균관대역 서희스타힐스아파트2단지)",경기도 수원시 장안구 율전동 562,37.3049,126.9673,6~12,,,72,2008-04-29,2011-12-15,2025-08-15
인계희성연인,"경기도 수원시 팔달구 중부대로 96-19 (인계동, 인계 희성연인)",경기도 수원시 팔달구 인계동 1168,37.277,127.0281,20,031-233-9043,031-233-9042,140,,2012-05-04,2025-08-15
대광로제비앙,"경기도 수원시 영통구 웰빙타운로 106 (이의동, 광교대광로제비앙) ",경기도 수원시 영통구 이의동 1182,37.3069,127.0418,5,031-214-9901,,145,2009-12-23,2012-06-28,2025-08-15
소망주택,경기도 수원시 장안구 경수대로927번길 20 (송죽동),경기도 수원시 장안구 송죽동 500-33,37.3011,127.0079,01~05,,,48,2012-01-31,2015-03-25,2025-08-15
광교시티아이,경기도 수원시 영통구 대학3로 28 (이의동),경기도 수원시 영통구 이의동 1253,37.3017,127.0415,7,,,80,2012-06-29,2015-04-13,2025-08-15
상훈휴팰리스,"경기도 수원시 장안구 송정로 146 (조원동, 상훈아파트)",경기도 수원시 장안구 조원동 778,37.2968,127.0129,13,031-248-7938,,48,2014-05-28,2015-07-29,2025-08-15
영통동 도시형생활주택,경기도 수원시 영통구 영통로200번길 65 (영통동),경기도 수원시 영통구 영통동 1114,37.2445,127.0604,4,,,41,2015-06-09,2016-04-12,2025-08-15
아미힐,"경기도 수원시 팔달구 권광로276번길 33-25 (인계동, 아미힐)",경기도 수원시 팔달구 인계동 373-2,37.2729,127.0369,10,,,129,2016-11-21,2019-01-21,2025-08-15
수원영통 행복주택,"경기도 수원시 영통구 동탄지성로470번길 34 (망포동, 수원영통 경기행복주택) ",경기도 수원시 영통구 망포동 769,37.2339,127.0479,5,031-273-9850,,100,2017-07-13,2019-06-07,2025-08-15
뜨레모아아파트,경기도 수원시 장안구 송정로118번길7 (조원동),경기도 수원시 장안구 조원동   664-8,37.2956,127.0103,9,,,48,2019-03-13,2021-07-07,2025-08-15
더스테이 세류,"경기도 수원시 권선구 세권로94번길 39 (세류동, 더스테이 세류)",경기도 수원시 권선구 세류동 1015-1,37.2564,127.015,5,,,24,2021-10-22,2022-07-15,2025-08-15
북수원하우스토리,경기도 수원시 장안구 경수대로1044번길 20 (파장동),경기도 수원시 장안구 파장동   430-3,37.3084,126.9993,14,,,135,,2023-03-10,2025-08-15
LH수원당수2단지,경기도 수원시 권선구 당수1로 15,경기도 수원시 권선구 금곡동 861,37.2805,126.9438,20,031-291-1306,,1150,2017-12-27,2024-02-15,2025-08-15
LH수원당수1단지,경기도 수원시 권선구 당수로130번길 13,경기도 수원시 권선구 당수동 388-19,37.2845,126.9459,21,031-502-2514,,1500,2017-12-22,2023-04-28,2025-08-15
북수원자이렉스비아,경기도 수원시 장안구 장안로 271,경기도 수원시 장안구 정자동 530-6,37.3052,126.9899,29,031-8019-9912,,2607,2015-05-19,2024-03-28,2025-08-15
서수원한라비발디3단지,경기도 수원시 권선구 당수로129번길 28,경기도 수원시 권선구 당수동 333,37.2877,126.9407,20,031-502-6800,,400,2019-12-17,2023-05-25,2025-08-15
수원당수라포리엘4단지,경기도 수원시 권선구 당수로129번길 10,경기도 수원시 권선구 당수동 336-1,37.2877,126.9433,20,031-406-0336,,610,2020-06-20,2023-06-16,2025-08-15
수원센트럴아이파크자이,경기도 수원시 권선구 팔달구 인계로 21,경기도 수원시 팔달구 인계동 847-3,37.2716,127.0226,25,031-898-6957,,3432,2015-12-14,2023-07-28,2025-08-15
